answer,answerer,ask_time,company,question,source_url,stock_code
您好，如涉及对公司经营产生重大影响、达到披露标准且未涉及商业保密的客户合作信息，公司会通过法定信息披露媒体披露相关的公告。敬请投资者理性判断市场热点，注意投资风险。谢谢。,英维克,2026-06-04 06:48:01,英维克,你好，请问公司产品是否通过、进入英伟达Rubin系列产品液冷供应名单？谢谢！,https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
您好，公司的业务情况可通过公司官网、微信公众号或查阅公司定期报告的相关章节进行了解。敬请投资者理性判断市场热点，注意投资风险。谢谢。,英维克,2026-06-02 22:45:45,英维克,公司液冷收入在公司占比为多少？什么时候开始批量供应北美客户？,https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
您好，公司已在互动易“公司声音”栏目中发布上月末股东人数信息，如有需要可前往查阅“公司声音”了解相关信息，谢谢。,英维克,2026-06-01 01:44:38,英维克,贵公司截止到5.31号股东人数多少？,https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
您好，公司会持续关注宏观经济及汇率走势，加强外汇风险管理，努力通过相关措施来降低汇率波动风险。敬请广大投资者谨慎决策，注意投资风险。谢谢。,英维克,2026-05-30 01:19:42,英维克,公司一季报汇兑损益吃掉大额利润，公司没有做套期保值吗，为什么有如此大的外汇敞口。后期公司在海外应收账款管理和汇兑上有什么动作，以保障利益,https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
您好，液冷技术的应用范围还在不断扩大，涉及到公司业绩的影响因素较多，您问及的这个问题当前对公司业务的影响并不明显。敬请广大投资者谨慎决策，注意投资风险。谢谢。,英维克,2026-05-26 03:35:06,英维克,SK海力士在5月26日发布的IHBM技术，目前对液冷服务器板块股价造成了较大的冲击，请问该技术将会对贵公司的业绩产生多大的影响？公司有应对的策略吗？具体策略是什么？,https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
您好，具体研发项目信息请查阅公司披露的定期报告相关章节。谢谢。,英维克,2026-05-26 03:32:44,英维克,你好，公司是否有布局存储散热新技术?,https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
您好，公司将始终聚焦主业，以扎实的经营成果和长期稳健的发展来回报投资者的信任。敬请投资者理性判断市场热点，注意投资风险。谢谢。,英维克,2026-05-13 01:55:24,英维克,贵公司与东阳光主营都是液冷，但是贵公司的业绩以及市盈率数据都不如对方，公司股价涨的比对方好，那请问贵公司的预期潜力是不是要比对方好？,https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
您好，上市公司年报的编制系遵循证监会发布的《公开发行证券的公司信息披露内容与格式准则第2号》以及交易所的业务规则格式及要求，以确保核心财务数据和法定信息的规范性与一致性。谢谢。,英维克,2026-05-09 07:49:02,英维克,请问你们下次能不能换一家会计师事务所，2025年的年报立信做的太差了，之前看过其他几十家年报，没有一家是这么差的。年报没有根据统一格式填写，叙述混乱，没有核心内容，给投资者阅读带来了很大的困扰，希望董秘看到我的提问能及时给予反馈。,https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
您好，公司的业务情况可通过公司官网、微信公众号或查阅公司定期报告的相关章节进行了解。敬请投资者理性判断市场热点，注意投资风险。谢谢。,英维克,2026-04-28 06:15:58,英维克,6天股价跌去近30%个点，贵公司在液冷技术方面究竟是在蹭概念还是确有所长？一季度在手大订单究竟是未交付还是未拿到？,https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
,,2026-06-16 05:02:32,英维克,董秘你好，博威合金调研时表示英伟达rubin液冷方案选择了成熟的MLCP微通道液冷技术，记得公司有在mlcp微通道液冷有成套产品，能否介绍一下，谢谢,https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
,,2026-06-01 02:30:31,英维克,董秘您好，请问目前贵公司为英伟达Rubin服务器提供了哪些液冷部件，是否是英维克Rubin服务器T1级液冷供应商？,https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
,,2026-05-12 13:39:53,英维克,"尊敬的董秘您好
请问贵公司有没有拿到英伟达Vendor Code一级供应商资质？请公司如实回答，谢谢。",https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
,,2026-05-11 08:40:26,英维克,尊敬的董秘您好！请问贵公司获得英伟达Vendor Code执照了吗？,https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
您好，公司严格按照《深圳证券交易所股票上市规则》《深圳证券交易所上市公司自律监管指引第1号——主板上市公司规范运作》等法律法规履行信息披露义务。谢谢。,英维克,2026-05-06 15:08:19,英维克,贵公司总是再说达到披露标准，请问这个标准是怎么规定的？有没有具体的规定？有规定的话可以说吗,https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
您好，公司已在互动易“公司声音”栏目中发布上月末股东人数信息，如有需要可前往查阅“公司声音”了解相关信息，谢谢。,英维克,2026-05-02 12:14:04,英维克,请问截至2026年4月30日公司的股东总数是多少？谢谢,https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
你好，相关信息请以公司披露的定期报告以及其他公告文件为准。谢谢。,英维克,2026-04-30 03:51:10,英维克,苏州液冷论坛获悉：英维克1.4MW和2MW CDU已通过谷歌验收，Q2起开始正式确认收入。公司开发的第五代CDU（Deschutes 5）已进入量产阶段，请问是否属实？,https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
您好，公司已在互动易“公司声音”栏目中发布上月末股东人数信息，如有需要可前往查阅“公司声音”了解相关信息，谢谢。,英维克,2026-04-29 13:07:36,英维克,请问现在股东人数是多少,https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
您好，如涉及对公司经营产生重大影响、达到披露标准且未涉及商业保密的客户合作信息，公司会通过法定信息披露媒体披露相关的公告。谢谢。,英维克,2026-04-26 17:03:52,英维克,都在质疑公司是不是英伟达的供应商，请公司正面回应一下，不能说名也可以用N客户来代替，给广大投资者一个交代,https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
您好，如涉及对公司经营产生重大影响、达到披露标准且未涉及商业保密的客户合作信息，公司会通过法定信息披露媒体披露相关的公告。谢谢。,英维克,2026-04-25 11:01:19,英维克,周末很多媒体报道，英维克没有进入英伟达供应商名录，甚至涉及到公司是否存在信披合法性质疑，这给公司造成很大影响，按之前媒体和券商的报道，公司仅通过维谛供货英伟达UQD快接头是吗？请公司坦诚面对公众质疑，公司是否是英伟达液冷一供或二供，不要再以保密为由敷衍回答，这涉及诚信问题，请正面回应，以此打消媒体质疑！,https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
不针对您提问中提及的公司和产品，这是一个产品的应用层面问题，取决于具体用户的场景和选择。,英维克,2026-04-22 08:12:41,英维克,公司产品是否可以满足谷歌 TPU v8 的液冷方案,https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
您好，公司2026年度第一季度归母净利润变动的原因主要是1.财务费用增加：公司部分海外业务项目用当地币种结算，因人民币升值，产生了汇兑损失；此外融资规模增加，利息支出加大。2.信用减值损失同比增加主要是国内IDC建设节奏变慢，项目实施周期变长，导致结算周期、回款周期变慢，从而引发计提坏账准备增加。3.由于第一季度收入组合的变化，毛利率同比下降2.16%。4.第一季度订单充沛，但是未能实现更高的发货和收入确认。谢谢。,英维克,2026-04-20 13:32:41,英维克,您好！请问贵公司26年一季度增收不增利润是什么情况造成的？毛利下降原因是什么？谢谢！,https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
您好，公司始终严格遵循《企业会计准则》等相关规定进行会计处理。谢谢。,英维克,2026-04-21 04:22:44,英维克,今日公司跌停，是对26Q1业绩的反应，但经阅读26Q1财报，并得不到有关原因的具体解读。请贵公司董办详细解读下“信用减值损失”为何一季度有具大计提，公司按照什么方式进行的处理，并结合业务实际的损失率进行下对比，作为投资者无法了解数字背后的业务原因。,https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
您好，公司将继续坚持发挥“深刻理解客户需求”和“快速交付优质产品”的核心能力，秉承“专业.价值.信赖”的核心价值观，坚持以客户需求为导向，以创新技术产品为基础，不断快速推出满足客户需求和各细分行业发展趋势的新产品和解决方案。与此同时，公司将持续巩固已有核心产品的市场地位，扩大市场份额和收入规模，力争每个细分市场成为客户首选合作伙伴。通过基于全球统一技术和共享业务平台基础上的支撑多个专业细分领域协同发展的业务布局，构建兼有差异化门槛与规模效应的双重优势。谢谢。,英维克,2026-04-21 03:43:57,英维克,就算你们今年一季度毛利率出现下滑，主要是调整了产品结构。公司部分项目周期比较长，一些应收账款回款周期也比较长，因此计提了坏账减值准备。公司财务费用方面有一些汇兑损失。从2023年到2025年的的AI大浪潮，光通信跟PCB龙头每年收入业绩都大涨暴涨，而同期你们净利增速最低的2025年只有15.3%，最高的2024年也只有31.59%，大家都在快速增长，而你们长期中低速增长，假如数据中心浪潮一过怎么办,https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
你好，相关信息请以公司披露的定期报告以及其他公告文件为准。谢谢。,英维克,2026-04-20 22:29:51,英维克,这几年机构媒体不断的狂吹嘘数据中心服务器的液冷的远大前景，但这种前景只在同为AI硬件的光通信以及PCB业绩的狂飙上能看到，液冷属实很拉胯，像贵司2025净利增速15.3%、2024净利增速31.59%、2023净利增速22.74%，净利好几年一直远低于机构的吹嘘，在数据中心高速发展时代增速尚且如此，数据中心的高速发展不可能一直下去的，到时候贵司怎么办，贵司该怎么改变年年雷声大雨点小的尴尬处境,https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
您好，公司没有计划对外披露与具体客户的合作信息，敬请谅解。谢谢。,英维克,2026-04-20 05:27:50,英维克,英维克为英伟达东南亚机柜提供除冷板外的液冷系统，预计2026年下半年落地，订单与过去相比翻倍么,https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
您好，公司没有计划对外披露与具体客户的合作信息，敬请谅解。谢谢。,英维克,2026-04-20 03:05:36,英维克,请问英伟达与英维克未来会拿下绝大部分东南亚的订单么，还有与谷歌等公司今年1季度订单怎么样,https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
您好，公司已在互动易“公司声音”栏目中发布上月末股东人数信息，如有需要可前往查阅“公司声音”了解相关信息，谢谢。,英维克,2026-04-19 01:24:47,英维克,请问股东人数,https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
相关经营数据如有披露可留意公司于2026年4月21日披露的《2025年年度报告》及《2026年第一季度报告》等相关文件。谢谢。,英维克,2026-04-16 07:33:41,英维克,"目前液冷、AI温控、储能温控订单环比去年四季度是否改善？

2. 产能利用率、交付周期相比上季度有什么变化？

3. 上游原材料（铝、钣金、冷媒）价格对一季度盈利的影响是否缓解？

4. 二季度行业需求及公司排产情况如何？
谢谢！",https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
您好，公司的苏州基地已建成投产多年。中山和郑州基地分期分批建设并有序投产，在2026年还会有建成投产的部分。,英维克,2026-04-14 18:02:19,英维克,请问公司中山、苏州、郑州等基地是否已全部完成建设并投产？,https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
您好，公司已在互动易“公司声音”栏目中发布上月末股东人数信息，如有需要可前往查阅“公司声音”了解相关信息，谢谢。,英维克,2026-04-12 05:48:20,英维克,请问截止4月10日公司股东人数是多少？,https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
您好，相关产品及行业案例信息可留意公司官网、微信公众号进行了解。谢谢。,英维克,2026-04-10 13:07:05,英维克,您好！贵公司讲在芯片级开发的射流冷板技术，可应对局部超高热流密度，全域温度均匀可控；在节点级，通过集成化流道设计和低流阻快接，解决狭小空间内的流量分配与运维可达性难题；在机柜级，推出符合国际主流标准的盲插液冷机柜，同时实现水路、电路盲插，配合自研抗杂质快速接头，确保带压插拔不泄漏。这些听起来领先行业很多公司，很牛。但是请问贵公司这技术得到哪些国内外公司的认可或许订单？谢谢！,https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
您好，公司已预约2026年4月21日披露《2025年年度报告》。谢谢。,英维克,2026-04-12 00:31:07,英维克,英维克2025年年报什么时候发布,https://irm.cninfo.com.cn/ircs/company/companyDetail?stockcode=002837,002837
