case_id,issuer_ticker,task_type,task_id,owner_skill,target_stage,task
golden_multi_business_ai_infrastructure,600673.SH,driver_mapping,liquid_cooling_acceptance,stock-deep-dive,T5_analysis_pack_build,Bind a reviewed high/medium-confidence record to the driver; do not invent a proxy
golden_multi_business_ai_infrastructure,600673.SH,driver_mapping,liquid_cooling_margin,stock-deep-dive,T5_analysis_pack_build,Bind a reviewed high/medium-confidence record to the driver; do not invent a proxy
golden_multi_business_ai_infrastructure,600673.SH,driver_mapping,liquid_cooling_projects_or_mw,stock-deep-dive,T5_analysis_pack_build,Bind a reviewed high/medium-confidence record to the driver; do not invent a proxy
golden_multi_business_ai_infrastructure,600673.SH,driver_mapping,liquid_cooling_unit_value,stock-deep-dive,T5_analysis_pack_build,Bind a reviewed high/medium-confidence record to the driver; do not invent a proxy
golden_multi_business_ai_infrastructure,600673.SH,driver_mapping,materials_capacity,stock-deep-dive,T5_analysis_pack_build,Bind a reviewed high/medium-confidence record to the driver; do not invent a proxy
golden_multi_business_ai_infrastructure,600673.SH,driver_mapping,materials_product_mix_and_fee,stock-deep-dive,T5_analysis_pack_build,Bind a reviewed high/medium-confidence record to the driver; do not invent a proxy
golden_multi_business_ai_infrastructure,600673.SH,driver_mapping,materials_utilization,stock-deep-dive,T5_analysis_pack_build,Bind a reviewed high/medium-confidence record to the driver; do not invent a proxy
golden_multi_business_ai_infrastructure,600673.SH,driver_mapping,ownership_and_minority_interest,stock-deep-dive,T5_analysis_pack_build,Bind a reviewed high/medium-confidence record to the driver; do not invent a proxy
golden_multi_business_ai_infrastructure,600673.SH,driver_mapping,refrigerant_quota,stock-deep-dive,T5_analysis_pack_build,Bind a reviewed high/medium-confidence record to the driver; do not invent a proxy
golden_multi_business_ai_infrastructure,600673.SH,driver_mapping,refrigerant_realized_price,stock-deep-dive,T5_analysis_pack_build,Bind a reviewed high/medium-confidence record to the driver; do not invent a proxy
golden_multi_business_ai_infrastructure,600673.SH,driver_mapping,refrigerant_unit_cost,stock-deep-dive,T5_analysis_pack_build,Bind a reviewed high/medium-confidence record to the driver; do not invent a proxy
golden_multi_business_ai_infrastructure,600673.SH,driver_mapping,refrigerant_volume,stock-deep-dive,T5_analysis_pack_build,Bind a reviewed high/medium-confidence record to the driver; do not invent a proxy
golden_multi_business_ai_infrastructure,600673.SH,driver_mapping,transaction_close_and_consolidation,stock-deep-dive,T5_analysis_pack_build,Bind a reviewed high/medium-confidence record to the driver; do not invent a proxy
golden_multi_business_ai_infrastructure,600673.SH,question_classification,MB-Q1,stock-deep-dive,T5_analysis_pack_build,"Classify the question as confirmed, bounded, context-only, blocked or not-applicable"
golden_multi_business_ai_infrastructure,600673.SH,question_classification,MB-Q2,stock-deep-dive,T5_analysis_pack_build,"Classify the question as confirmed, bounded, context-only, blocked or not-applicable"
golden_multi_business_ai_infrastructure,600673.SH,question_classification,MB-Q3,stock-deep-dive,T5_analysis_pack_build,"Classify the question as confirmed, bounded, context-only, blocked or not-applicable"
golden_multi_business_ai_infrastructure,600673.SH,question_classification,MB-Q4,stock-deep-dive,T5_analysis_pack_build,"Classify the question as confirmed, bounded, context-only, blocked or not-applicable"
golden_multi_business_ai_infrastructure,600673.SH,question_classification,MB-Q5,stock-deep-dive,T5_analysis_pack_build,"Classify the question as confirmed, bounded, context-only, blocked or not-applicable"
golden_multi_business_ai_infrastructure,600673.SH,question_classification,MB-Q6,stock-deep-dive,T5_analysis_pack_build,"Classify the question as confirmed, bounded, context-only, blocked or not-applicable"
golden_multi_business_ai_infrastructure,600673.SH,question_classification,MB-Q7,stock-deep-dive,T5_analysis_pack_build,"Classify the question as confirmed, bounded, context-only, blocked or not-applicable"
golden_multi_business_ai_infrastructure,600673.SH,question_classification,MB-Q8,stock-deep-dive,T5_analysis_pack_build,"Classify the question as confirmed, bounded, context-only, blocked or not-applicable"
golden_multi_business_ai_infrastructure,600673.SH,question_classification,MB-Q9,stock-deep-dive,T5_analysis_pack_build,"Classify the question as confirmed, bounded, context-only, blocked or not-applicable"
